0,0,0,0,0,0,0,0,0,0
3.1818181818181817,0,0,0,0,0,0,0,0,0
2.5462962962962963,2.2,0,0,0,0,0,0,0,0
3.036363636363636,4.7272727272727275,2.1636363636363636,0,0,0,0,0,0,0
3.109090909090909,4.236363636363636,2.0727272727272728,4.390909090909091,0,0,0,0,0,0
3.185185185185185,4.372727272727273,2.111111111111111,4.4,4.1454545454545455,0,0,0,0,0
3.149532710280374,4.3,2.259259259259259,4.209090909090909,3.9727272727272727,4.592592592592593,0,0,0,0
3.0,4.6909090909090905,2.2,5.290909090909091,4.363636363636363,4.372727272727273,4.172727272727273,0,0,0
2.330275229357798,3.1545454545454548,1.871559633027523,3.2636363636363637,3.081818181818182,2.9541284403669725,2.669724770642202,3.2363636363636363,0,0
2.790909090909091,4.118181818181818,2.0636363636363635,4.3545454545454545,4.0181818181818185,3.8181818181818183,3.7454545454545456,4.327272727272727,3.018181818181818,0
